ID,ID_orig,Name,Phase,Type,Subtype,Collection,Tracing,East,North,Region,SurvReg,Reg
2129,,Possible Tlatel,,Structure,Possible Tlatel,,,512447.5962,2137994.698,Ixtapalapa,IX,IX
2130,,Possible Tlatel,,Structure,Possible Tlatel,,,512427.1706,2137732.57,Ixtapalapa,IX,IX
2131,,Possible Tlatel,,Structure,Possible Tlatel,,,512538.6602,2137715.548,Ixtapalapa,IX,IX
2132,,Possible Tlatel,,Structure,Possible Tlatel,,,511851.8502,2138224.486,Ixtapalapa,IX,IX
2133,,Possible Tlatel,,Structure,Possible Tlatel,,,513498.6623,2138020.23,Ixtapalapa,IX,IX
2134,,Possible Tlatel,,Structure,Possible Tlatel,,,512576.9582,2138881.509,Ixtapalapa,IX,IX
2137,,Possible Tlatel,,Structure,Possible Tlatel,,,517248.458,2152443.667,Texcoco II,TX,TX-II
2138,,Possible Tlatel,,Structure,Possible Tlatel,,,517392.7136,2152376.007,Texcoco II,TX,TX-II
2139,,Possible Tlatel,,Structure,Possible Tlatel,,,517945.9063,2152215.581,Texcoco II,TX,TX-II
2140,,Possible Tlatel,,Structure,Possible Tlatel,,,518097.396,2152481.964,Texcoco II,TX,TX-II
2141,,Possible Tlatel,,Structure,Possible Tlatel,,,518380.8009,2152354.305,Texcoco II,TX,TX-II
2142,,Possible Tlatel,,Structure,Possible Tlatel,,,518470.1628,2152285.368,Texcoco II,TX,TX-II
2143,,Possible Tlatel,,Structure,Possible Tlatel,,,516135.6895,2152883.668,Texcoco II,TX,TX-II
2144,,Possible Tlatel,,Structure,Possible Tlatel,,,489316.9061,2140534.916,Ixtapalapa,IX,IX
2145,,Possible Tlatel,,Structure,Possible Tlatel,,,489352.6509,2140624.278,Ixtapalapa,IX,IX
2146,,Possible Tlatel,,Structure,Possible Tlatel,,,489528.8215,2140949.811,Ixtapalapa,IX,IX
2147,,Possible Tlatel,,Structure,Possible Tlatel,,,489415.2042,2140864.279,Ixtapalapa,IX,IX
2148,,Possible Tlatel,,Structure,Possible Tlatel,,,489665.4176,2140809.385,Ixtapalapa,IX,IX
2149,,Possible Tlatel,,Structure,Possible Tlatel,,,489786.6944,2140778.747,Ixtapalapa,IX,IX
2150,,Possible Tlatel,,Structure,Possible Tlatel,,,489245.4166,2141146.407,Ixtapalapa,IX,IX
2151,,Possible Tlatel,,Structure,Possible Tlatel,,,489341.1615,2141095.982,Ixtapalapa,IX,IX
2152,,Possible Tlatel,,Structure,Possible Tlatel,,,489280.5231,2141170.663,Ixtapalapa,IX,IX
2153,,Possible Tlatel,,Structure,Possible Tlatel,,,489090.9482,2141053.854,Ixtapalapa,IX,IX
2154,,Possible Tlatel,,Structure,Possible Tlatel,,,490072.6525,2141401.727,Ixtapalapa,IX,IX
2155,,Possible Tlatel,,Structure,Possible Tlatel,,,491690.7412,2140216.405,Ixtapalapa,IX,IX
2157,,Possible Tlatel,,Structure,Possible Tlatel,,,492481.5941,2139520.021,Ixtapalapa,IX,IX
2115,,Possible Tlatel,,Structure,Possible Tlatel,,,511232.2743,2137392.144,Ixtapalapa,IX,IX
3986,1562,Pyramid 79,,Structure,Tlatel,TRUE,Strip_I_Map_1b,507933.5075,2161418.166,Texcoco I,TX,TX-I
99,99,small mounds within site CH-MF-9,,Structure,Undesignated Tlatel,,,512064.1095,2122975.178,Chalco,CH,CH
2110,,Tl. 131?,,Structure,Tlatel,,,511387.5938,2137071.93,Ixtapalapa,IX,IX
3762,1844,Tl. 101,,Structure,Tlatel,TRUE,Ixtap,515035.6895,2137286.078,Ixtapalapa,IX,IX
3849,1891,Tl. 102,,Structure,Tlatel,TRUE,Ixtap,515214.8805,2137860.259,Ixtapalapa,IX,IX
3981,1890,Tl. 105,,Structure,Tlatel,TRUE,Ixtap,516801.2135,2138866.783,Ixtapalapa,IX,IX
2504,1914,Tl. 109,,Structure,Tlatel,TRUE,Ixtap,518304.8205,2138356.255,Ixtapalapa,IX,IX
3436,1916,Tl. 112,,Structure,Tlatel,TRUE,Ixtap,517454.0115,2137287.975,Ixtapalapa,IX,IX
2578,1915,Tl. 113,,Structure,Tlatel,TRUE,Ixtap,519426.5145,2137879.345,Ixtapalapa,IX,IX
2426,1920,Tl. 114,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,512937.422,2137744.277,Ixtapalapa,IX,IX
2502,1921,Tl. 116,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511217.226,2136838.623,Ixtapalapa,IX,IX
2501,1910,Tl. 129,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511296.3485,2136979.037,Ixtapalapa,IX,IX
2499,1909,Tl. 133,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511416.319,2137138.341,Ixtapalapa,IX,IX
3703,1845,Tl. 14,,Structure,Tlatel,TRUE,Ixtap,512357.988,2140072.155,Ixtapalapa,IX,IX
3850,1892,Tl. 15,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,513170.3655,2142408.198,Ixtapalapa,IX,IX
2425,1907,Tl. 158,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511350.732,2137309.509,Ixtapalapa,IX,IX
2511,1919,Tl. 170,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511323.7065,2136883.377,Ixtapalapa,IX,IX
2508,1911,Tl. 172,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511352.388,2136989.174,Ixtapalapa,IX,IX
3779,1917,Tl. 18,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,510493.804,2139856.895,Ixtapalapa,IX,IX
3380,1898,Tl. 19,,Structure,Tlatel,TRUE,22SE_29SW_29SE_NE,505559.4957,2140423.214,Ixtapalapa,IX,IX
2566,1918,Tl. 215,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,512241.192,2138012.999,Ixtapalapa,IX,IX
3826,1896,Tl. 22,,Structure,Tlatel,TRUE,22SE_29SW_29SE_NE,502922.4685,2140033.426,Ixtapalapa,IX,IX
2486,1906,Tl. 233,,Structure,Tlatel,TRUE,29_SE_2_3_5_8_9,511823.2285,2138046.218,Ixtapalapa,IX,IX
3773,1895,Tl. 25,,Structure,Tlatel,TRUE,22SE_29SW_29SE_NE,502909.7025,2139964.915,Ixtapalapa,IX,IX
2228,1888,Tl. 256,,Structure,Tlatel,TRUE,Ixtap,508977.388,2134358.542,Ixtapalapa,IX,IX
2368,1925,Tl. 26,,Structure,Tlatel,TRUE,22SE_29SW_29SE,500805.4425,2140748.747,Ixtapalapa,IX,IX
2364,1924,Tl. 27,,Structure,Tlatel,TRUE,22SE_29SW_29SE,500716.9316,2140768.321,Ixtapalapa,IX,IX
3801,1894,Tl. 278,,Structure,Tlatel,TRUE,28_NE_1_2_3_5,506983.013,2136351.056,Ixtapalapa,IX,IX
3053,1927,Tl. 280a,,Structure,Tlatel,TRUE,28_NW_1_2_4,503688.0021,2136393.418,Ixtapalapa,IX,IX
3321,1926,Tl. 280b,,Structure,Tlatel,TRUE,28_NW_1_2_4,501589.0735,2136399.368,Ixtapalapa,IX,IX
3647,1923,Tl. 29,,Structure,Tlatel,TRUE,22SE_29SW_29SE_NE,501843.289,2139719.032,Ixtapalapa,IX,IX
2867,1889,Tl. 298,,Structure,Tlatel,TRUE,22SE_29SW_29SE_W,500736.3045,2136919.328,Ixtapalapa,IX,IX
3697,1904,Tl. 3,,Structure,Tlatel,TRUE,Ixtap,516459.1705,2140004.459,Ixtapalapa,IX,IX
2560,1929,Tl. 301,,Structure,Tlatel,TRUE,22SE_29SW_29SE_SE,501437.4405,2137798.824,Ixtapalapa,IX,IX
3011,1901,Tl. 303,,Structure,Tlatel,TRUE,22SE_29SW_29SE_W,498847.4605,2139772.106,Ixtapalapa,IX,IX
3002,1900,Tl. 304,,Structure,Tlatel,TRUE,22SW_SE_4_5_7_8,492171.6285,2139415.966,Ixtapalapa,IX,IX
3061,1897,Tl. 305,,Structure,Tlatel,TRUE,22SW_SE_4_5_7_8,492340.5299,2139534.063,Ixtapalapa,IX,IX
3001,1899,Tl. 312,,Structure,Tlatel,TRUE,22SW_SE_4_5_7_8,490107.6885,2140689.892,Ixtapalapa,IX,IX
2557,1928,Tl. 315,,Structure,Tlatel,TRUE,22SW_SE_4_5_7_8,489036.0025,2140985.747,Ixtapalapa,IX,IX
2250,1886,Tl. 4,,Structure,Tlatel,TRUE,Ixtap,518769.7355,2141227.97,Ixtapalapa,IX,IX
3796,1903,Tl. 4,,Structure,Tlatel,TRUE,Ixtap,518503.555,2141173.654,Ixtapalapa,IX,IX
2251,1887,Tl. 5,,Structure,Tlatel,TRUE,Ixtap,518808.979,2141195.056,Ixtapalapa,IX,IX
3681,1902,Tl. 5,,Structure,Tlatel,TRUE,Ixtap,518455.9135,2141169.42,Ixtapalapa,IX,IX
3062,1913,Tl. 6,,Structure,Tlatel,TRUE,Ixtap,517579.916,2140076.949,Ixtapalapa,IX,IX
3059,1912,Tl. 7,,Structure,Tlatel,TRUE,Ixtap,517553.209,2140157.07,Ixtapalapa,IX,IX
373,373,Tl. 1,,Structure,Tlatel,,,509810.7765,2157449.601,Texcoco II,TX,TX-II
496,496,Tl. 1,A,Structure,Tlatel,,,517018.158,2154890.168,Texcoco II,TX,TX-II
1632,1654,Tl. 1,TOL,Structure,Tlatel,,,507354.967,2156244.407,Texcoco II,TX,TX-II
1935,1957,Tl. 1,Cl,Structure,Tlatel,,,513984.299,2141427.694,Ixtapalapa,IX,IX
1517,1539,Tl. 10,A,Structure,Tlatel,,,519857.8855,2154870.791,Texcoco II,TX,TX-II
1972,1994,Tl. 10,A,Structure,Tlatel,,,518381.716,2140028.316,Ixtapalapa,IX,IX
3308,138,Tl. 10,,Structure,Tlatel,TRUE,Map_2,507850.2785,2130314.345,Chalco,CH,CH
357,357,Tl. 100,,Structure,Tlatel,,,502889.8055,2144013.083,Texcoco III,TX,TX-III
1046,1046,Tl. 100,,Structure,Tlatel,,,516588.718,2162977.245,Texcoco I,TX,TX-I
1046,1046,Tl. 100,,Structure,Tlatel,,,516588.718,2162977.245,Texcoco I,TX,TX-I
1055,1055,Tl. 100,,Structure,Tlatel,,,516781.1025,2162811.388,Texcoco I,TX,TX-I
1055,1055,Tl. 100,,Structure,Tlatel,,,516781.1025,2162811.388,Texcoco I,TX,TX-I
1423,1445,Tl. 100,,Structure,Tlatel,,,517692.5305,2157405.528,Texcoco II,TX,TX-II
356,356,Tl. 101,,Structure,Tlatel,,,506555.967,2142564.214,Texcoco III,TX,TX-III
1042,1042,Tl. 101,,Structure,Tlatel,,,516416.4895,2162817.985,Texcoco I,TX,TX-I
1042,1042,Tl. 101,,Structure,Tlatel,,,516416.4895,2162817.985,Texcoco I,TX,TX-I
1424,1446,Tl. 101,,Structure,Tlatel,,,517811.235,2157278.292,Texcoco II,TX,TX-II
1939,1961,Tl. 101,MAZ,Structure,Tlatel,,,515017.421,2137285.212,Ixtapalapa,IX,IX
345,345,Tl. 102,,Structure,Tlatel,,,506647.6125,2142634.195,Texcoco III,TX,TX-III
1041,1041,Tl. 102,,Structure,Tlatel,,,516398.3205,2162898.531,Texcoco I,TX,TX-I
1041,1041,Tl. 102,,Structure,Tlatel,,,516398.3205,2162898.531,Texcoco I,TX,TX-I
1431,1453,Tl. 102,,Structure,Tlatel,,,518336.266,2157052.185,Texcoco II,TX,TX-II
1942,1964,Tl. 102,CL-MAZ,Structure,Tlatel,,,515203.167,2137841.337,Ixtapalapa,IX,IX
346,346,Tl. 103,,Structure,Tlatel,,,506678.4095,2142618.252,Texcoco III,TX,TX-III
1045,1045,Tl. 103,,Structure,Tlatel,,,516556.1635,2162320.213,Texcoco I,TX,TX-I
1045,1045,Tl. 103,,Structure,Tlatel,,,516556.1635,2162320.213,Texcoco I,TX,TX-I
1426,1448,Tl. 103,,Structure,Tlatel,,,517880.65,2157078.917,Texcoco II,TX,TX-II
1941,1963,Tl. 103,CL-MAZ,Structure,Tlatel,,,515142.0725,2137775.394,Ixtapalapa,IX,IX
347,347,Tl. 104,,Structure,Tlatel,,,506718.467,2142571.709,Texcoco III,TX,TX-III
1044,1044,Tl. 104,,Structure,Tlatel,,,516501.1955,2162327.855,Texcoco I,TX,TX-I
1044,1044,Tl. 104,,Structure,Tlatel,,,516501.1955,2162327.855,Texcoco I,TX,TX-I
1486,1508,Tl. 104,AZ-F,Structure,Tlatel,,,518411.802,2155862.876,Texcoco II,TX,TX-II
1940,1962,Tl. 104,MAZ,Structure,Tlatel,,,515241.7285,2137694.689,Ixtapalapa,IX,IX
348,348,Tl. 105,,Structure,Tlatel,,,506756.896,2142587.333,Texcoco III,TX,TX-III
1043,1043,Tl. 105,,Structure,Tlatel,,,516358.4855,2162416.087,Texcoco I,TX,TX-I
1043,1043,Tl. 105,,Structure,Tlatel,,,516358.4855,2162416.087,Texcoco I,TX,TX-I
1427,1449,Tl. 105,,Structure,Tlatel,,,517540.9785,2157746.335,Texcoco II,TX,TX-II
1953,1975,Tl. 105,Cl,Structure,Tlatel,,,516794.5935,2138848.42,Ixtapalapa,IX,IX
349,349,Tl. 106,,Structure,Tlatel,,,506811.55,2142648.05,Texcoco III,TX,TX-III
1428,1450,Tl. 106,,Structure,Tlatel,,,517747.939,2157729.289,Texcoco II,TX,TX-II
1975,1997,Tl. 106,A,Structure,Tlatel,,,518581.536,2138950.684,Ixtapalapa,IX,IX
350,350,Tl. 107,,Structure,Tlatel,,,505677.73,2141244.73,Texcoco III,TX,TX-III
1049,1049,Tl. 107,,Structure,Tlatel,,,516935.263,2163009.378,Texcoco I,TX,TX-I
1049,1049,Tl. 107,,Structure,Tlatel,,,516935.263,2163009.378,Texcoco I,TX,TX-I
1432,1454,Tl. 107,,Structure,Tlatel,,,518643.506,2157282.539,Texcoco II,TX,TX-II
1985,2007,Tl. 107 (19th Cent.?),,Structure,Tlatel,,,520642.227,2138964.753,Ixtapalapa,IX,IX
351,351,Tl. 108,,Structure,Tlatel,,,505707.2505,2141264.029,Texcoco III,TX,TX-III
1048,1048,Tl. 108,,Structure,Tlatel,,,516879.6305,2163005.886,Texcoco I,TX,TX-I
1048,1048,Tl. 108,,Structure,Tlatel,,,516879.6305,2163005.886,Texcoco I,TX,TX-I
1433,1455,Tl. 108,,Structure,Tlatel,,,518482.205,2157161.627,Texcoco II,TX,TX-II
1978,2000,Tl. 108,A,Structure,Tlatel,,,518377.468,2138368.992,Ixtapalapa,IX,IX
352,352,Tl. 109,,Structure,Tlatel,,,505716.6785,2141230.94,Texcoco III,TX,TX-III
1047,1047,Tl. 109,,Structure,Tlatel,,,516668.7825,2162990.017,Texcoco I,TX,TX-I
1047,1047,Tl. 109,,Structure,Tlatel,,,516668.7825,2162990.017,Texcoco I,TX,TX-I
1429,1451,Tl. 109,,Structure,Tlatel,,,518057.59,2157795.697,Texcoco II,TX,TX-II
1977,1999,Tl. 109,A,Structure,Tlatel,,,518309.9745,2138355.984,Ixtapalapa,IX,IX
1520,1542,Tl. 11,A,Structure,Tlatel,,,519835.8735,2154829.954,Texcoco II,TX,TX-II
1625,1647,Tl. 11,A,Structure,Tlatel,,,510441.628,2153031.72,Texcoco II,TX,TX-II
1974,1996,Tl. 11,AZ3,Structure,Tlatel,,,518711.5115,2139554.09,Ixtapalapa,IX,IX
3015,139,Tl. 11,,Structure,Tlatel,TRUE,Map_2,507786.5325,2130266.917,Chalco,CH,CH
353,353,Tl. 110,,Structure,Tlatel,,,505757.537,2141247.501,Texcoco III,TX,TX-III
1052,1052,Tl. 110,,Structure,Tlatel,,,516681.3175,2163070.08,Texcoco I,TX,TX-I
1052,1052,Tl. 110,,Structure,Tlatel,,,516681.3175,2163070.08,Texcoco I,TX,TX-I
1434,1456,Tl. 110,,Structure,Tlatel,,,518781.076,2157938.499,Texcoco II,TX,TX-II
1976,1998,Tl. 110,A,Structure,Tlatel,,,518230.0425,2138344.037,Ixtapalapa,IX,IX
1051,1051,Tl. 111,,Structure,Tlatel,,,516740.584,2163083.328,Texcoco I,TX,TX-I
1051,1051,Tl. 111,,Structure,Tlatel,,,516740.584,2163083.328,Texcoco I,TX,TX-I
1430,1452,Tl. 111,,Structure,Tlatel,,,517601.996,2157977.302,Texcoco II,TX,TX-II
1982,2004,Tl. 111,A,Structure,Tlatel,,,519745.5095,2137838.501,Ixtapalapa,IX,IX
1050,1050,Tl. 112,,Structure,Tlatel,,,516795.5275,2163120.885,Texcoco I,TX,TX-I
1050,1050,Tl. 112,,Structure,Tlatel,,,516795.5275,2163120.885,Texcoco I,TX,TX-I
1508,1530,Tl. 112,FOR,Structure,Tlatel,,,518788.4145,2155599.756,Texcoco II,TX,TX-II
1950,1972,Tl. 112,A,Structure,Tlatel,,,517449.206,2137290.125,Ixtapalapa,IX,IX
2089,,Tl. 112,,Structure,Tlatel,,,510219.0805,2144668.117,Texcoco III,TX,TX-III
1321,1321,Tl. 113,Az,Structure,Tlatel,,,517400.703,2163140.046,Texcoco I,TX,TX-I
1321,1321,Tl. 113,Az,Structure,Tlatel,,,517400.703,2163140.046,Texcoco I,TX,TX-I
1509,1531,Tl. 113,A,Structure,Tlatel,,,519760.0165,2155626.212,Texcoco II,TX,TX-II
1981,2003,Tl. 113,A,Structure,Tlatel,,,519419.4785,2137878.487,Ixtapalapa,IX,IX
2080,,Tl. 113,,Structure,Tlatel,,,510956.9545,2144220.031,Texcoco III,TX,TX-III
1058,1058,Tl. 114,,Structure,Tlatel,,,517177.7545,2163338.293,Texcoco I,TX,TX-I
1058,1058,Tl. 114,,Structure,Tlatel,,,517177.7545,2163338.293,Texcoco I,TX,TX-I
1510,1532,Tl. 114,A,Structure,Tlatel,,,519585.922,2155428.426,Texcoco II,TX,TX-II
1909,1931,Tl. 114,A,Structure,Tlatel,,,512936.862,2137745.941,Ixtapalapa,IX,IX
1057,1057,Tl. 115,,Structure,Tlatel,,,516884.5805,2163331.355,Texcoco I,TX,TX-I
1057,1057,Tl. 115,,Structure,Tlatel,,,516884.5805,2163331.355,Texcoco I,TX,TX-I
2081,,Tl. 115,,Structure,Tlatel,,,510662.0603,2144405.776,Texcoco III,TX,TX-III
1053,1053,Tl. 116,,Structure,Tlatel,,,516644.5335,2163106.193,Texcoco I,TX,TX-I
1053,1053,Tl. 116,,Structure,Tlatel,,,516644.5335,2163106.193,Texcoco I,TX,TX-I
2086,,Tl. 116,,Structure,Tlatel,,,510552.2728,2144426.202,Texcoco III,TX,TX-III
1054,1054,Tl. 117,,Structure,Tlatel,,,516689.5485,2163099.523,Texcoco I,TX,TX-I
1054,1054,Tl. 117,,Structure,Tlatel,,,516689.5485,2163099.523,Texcoco I,TX,TX-I
2085,,Tl. 117,,Structure,Tlatel,,,510525.4642,2144387.904,Texcoco III,TX,TX-III
1056,1056,Tl. 118,,Structure,Tlatel,,,516769.962,2163219.386,Texcoco I,TX,TX-I
1056,1056,Tl. 118,,Structure,Tlatel,,,516769.962,2163219.386,Texcoco I,TX,TX-I
1558,1580,Tl. 118,A,Structure,Tlatel,,,520823.273,2155717.146,Texcoco II,TX,TX-II
2111,,Tl. 118? 115?,,Structure,Tlatel,,,511361.6363,2137090.228,Ixtapalapa,IX,IX
1038,1038,Tl. 119,,Structure,Tlatel,,,516469.401,2163389.207,Texcoco I,TX,TX-I
1038,1038,Tl. 119,,Structure,Tlatel,,,516469.401,2163389.207,Texcoco I,TX,TX-I
1555,1577,Tl. 119,A,Structure,Tlatel,,,520796.7945,2156039.902,Texcoco II,TX,TX-II
2084,,Tl. 119,,Structure,Tlatel,,,510445.6768,2144367.478,Texcoco III,TX,TX-III
1519,1541,Tl. 12,A,Structure,Tlatel,,,519814.0485,2154855.093,Texcoco II,TX,TX-II
1627,1649,Tl. 12,A,Structure,Tlatel,,,510477.596,2152901.729,Texcoco II,TX,TX-II
1706,1728,Tl. 12,Tol-Az,Structure,Tlatel,,,510173.96,2162618.029,Texcoco I,TX,TX-I
1706,1728,Tl. 12,Tol-Az,Structure,Tlatel,,,510173.96,2162618.029,Texcoco I,TX,TX-I
1968,1990,Tl. 12,A,Structure,Tlatel,,,519663.0845,2140725.086,Ixtapalapa,IX,IX
3117,151,Tl. 12,,Structure,Tlatel,TRUE,Map_2,508434.1145,2130079.819,Chalco,CH,CH
1039,1039,Tl. 120,,Structure,Tlatel,,,516421.6525,2163382.517,Texcoco I,TX,TX-I
1039,1039,Tl. 120,,Structure,Tlatel,,,516421.6525,2163382.517,Texcoco I,TX,TX-I
1556,1578,Tl. 120,A,Structure,Tlatel,,,520852.851,2156020.683,Texcoco II,TX,TX-II
1863,1885,Tl. 120,A,Structure,Tlatel,,,511195.8495,2136949.264,Ixtapalapa,IX,IX
2083,,Tl. 120,,Structure,Tlatel,,,510465.4641,2144454.287,Texcoco III,TX,TX-III
1037,1037,Tl. 121,,Structure,Tlatel,,,516439.9035,2163434.435,Texcoco I,TX,TX-I
1037,1037,Tl. 121,,Structure,Tlatel,,,516439.9035,2163434.435,Texcoco I,TX,TX-I
1864,1886,Tl. 121,A,Structure,Tlatel,,,511277.169,2136926.457,Ixtapalapa,IX,IX
2082,,Tl. 121,,Structure,Tlatel,,,510508.8684,2144525.776,Texcoco III,TX,TX-III
1036,1036,Tl. 122,,Structure,Tlatel,,,516404.796,2163460.917,Texcoco I,TX,TX-I
1036,1036,Tl. 122,,Structure,Tlatel,,,516404.796,2163460.917,Texcoco I,TX,TX-I
1557,1579,Tl. 122,A,Structure,Tlatel,,,520633.9025,2156096.897,Texcoco II,TX,TX-II
1040,1040,Tl. 123,,Structure,Tlatel,,,516371.5585,2163424.115,Texcoco I,TX,TX-I
1040,1040,Tl. 123,,Structure,Tlatel,,,516371.5585,2163424.115,Texcoco I,TX,TX-I
1554,1576,Tl. 123,A,Structure,Tlatel,,,520564.2185,2156083.854,Texcoco II,TX,TX-II
1059,1059,Tl. 124,,Structure,Tlatel,,,516593.829,2164129.148,Texcoco I,TX,TX-I
1059,1059,Tl. 124,,Structure,Tlatel,,,516593.829,2164129.148,Texcoco I,TX,TX-I
1560,1582,Tl. 124,A,Structure,Tlatel,,,520681.7875,2156173.914,Texcoco II,TX,TX-II
1868,1890,Tl. 124,A,Structure,Tlatel,,,511399.746,2136946.917,Ixtapalapa,IX,IX
1035,1035,Tl. 125,,Structure,Tlatel,,,516343.8085,2164918.963,Texcoco I,TX,TX-I
1035,1035,Tl. 125,,Structure,Tlatel,,,516343.8085,2164918.963,Texcoco I,TX,TX-I
1559,1581,Tl. 125,A,Structure,Tlatel,,,520617.728,2156145.856,Texcoco II,TX,TX-II
1872,1894,Tl. 125,A,Structure,Tlatel,,,511438.2775,2136899.511,Ixtapalapa,IX,IX
2090,,Tl. 125,,Structure,Tlatel,,,510353.1234,2144546.202,Texcoco III,TX,TX-III
1062,1062,Tl. 126,,Structure,Tlatel,,,517069.21,2165208.066,Texcoco I,TX,TX-I
1062,1062,Tl. 126,,Structure,Tlatel,,,517069.21,2165208.066,Texcoco I,TX,TX-I
1563,1585,Tl. 126,A,Structure,Tlatel,,,520834.6,2156487.701,Texcoco II,TX,TX-II
1873,1895,Tl. 126,A,Structure,Tlatel,,,511450.053,2136857.695,Ixtapalapa,IX,IX
1061,1061,Tl. 127,,Structure,Tlatel,,,517050.369,2165014.245,Texcoco I,TX,TX-I
1061,1061,Tl. 127,,Structure,Tlatel,,,517050.369,2165014.245,Texcoco I,TX,TX-I
1562,1584,Tl. 127,A,Structure,Tlatel,,,520802.5475,2156483.115,Texcoco II,TX,TX-II
1874,1896,Tl. 127,A,Structure,Tlatel,,,511466.9445,2136808.404,Ixtapalapa,IX,IX
1063,1063,Tl. 128,,Structure,Tlatel,,,517266.1525,2165380.72,Texcoco I,TX,TX-I
1063,1063,Tl. 128,,Structure,Tlatel,,,517266.1525,2165380.72,Texcoco I,TX,TX-I
1561,1583,Tl. 128,A,Structure,Tlatel,,,520761.4335,2156465.603,Texcoco II,TX,TX-II
1875,1897,Tl. 128,A,Structure,Tlatel,,,511421.3135,2136809.78,Ixtapalapa,IX,IX
2087,,Tl. 128,,Structure,Tlatel,,,510394.6128,2144371.308,Texcoco III,TX,TX-III
2091,,Tl. 128,,Structure,Tlatel,,,510119.5059,2144491.947,Texcoco III,TX,TX-III
377,377,Tl. 129,,Structure,Tlatel,,,519952.115,2156236.711,Texcoco II,TX,TX-II
1316,1316,Tl. 129,,Structure,Tlatel,,,517345.47,2165125.652,Texcoco I,TX,TX-I
1316,1316,Tl. 129,,Structure,Tlatel,,,517345.47,2165125.652,Texcoco I,TX,TX-I
1869,1891,Tl. 129,A,Structure,Tlatel,,,511298.9995,2136976.252,Ixtapalapa,IX,IX
2079,,Tl. 129,,Structure,Tlatel,,,510679.2943,2144171.52,Texcoco III,TX,TX-III
1521,1543,Tl. 13,A,Structure,Tlatel,,,519814.325,2154796.52,Texcoco II,TX,TX-II
1626,1648,Tl. 13,A,Structure,Tlatel,,,510468.19,2152963.274,Texcoco II,TX,TX-II
1934,1956,Tl. 13,A,Structure,Tlatel,,,513427.4565,2140930.258,Ixtapalapa,IX,IX
2003,2025,Tl. 13,A,Structure,Tlatel,,,513461.6635,2141082.079,Ixtapalapa,IX,IX
3179,152,Tl. 13,,Structure,Tlatel,TRUE,Map_2,508270.804,2130324.292,Chalco,CH,CH
291,291,Tl. 130,,Structure,Tlatel,,,511372.05,2144077.742,Texcoco III,TX,TX-III
378,378,Tl. 130,,Structure,Tlatel,,,520731.9635,2156544.644,Texcoco II,TX,TX-II
1060,1060,Tl. 130,,Structure,Tlatel,,,517293.869,2164900.118,Texcoco I,TX,TX-I
1060,1060,Tl. 130,,Structure,Tlatel,,,517293.869,2164900.118,Texcoco I,TX,TX-I
1865,1887,Tl. 130,A,Structure,Tlatel,,,511313.258,2136950.089,Ixtapalapa,IX,IX
292,292,Tl. 131,,Structure,Tlatel,,,511410.875,2144103.05,Texcoco III,TX,TX-III
398,398,Tl. 131,,Structure,Tlatel,,,521560.4295,2157019.425,Texcoco II,TX,TX-II
1307,1307,Tl. 131,,Structure,Tlatel,,,517342.2265,2165709.081,Texcoco I,TX,TX-I
1307,1307,Tl. 131,,Structure,Tlatel,,,517342.2265,2165709.081,Texcoco I,TX,TX-I
1866,1888,Tl. 131,A,Structure,Tlatel,,,511354.7085,2136964.344,Ixtapalapa,IX,IX
283,283,Tl. 132,,Structure,Tlatel,,,511828.8965,2143913.646,Texcoco III,TX,TX-III
400,400,Tl. 132,,Structure,Tlatel,,,521259.454,2156967.814,Texcoco II,TX,TX-II
1303,1303,Tl. 132,,Structure,Tlatel,,,517385.311,2165781.891,Texcoco I,TX,TX-I
1303,1303,Tl. 132,,Structure,Tlatel,,,517385.311,2165781.891,Texcoco I,TX,TX-I
1867,1889,Tl. 132,A,Structure,Tlatel,,,511375.7045,2136974.456,Ixtapalapa,IX,IX
282,282,Tl. 133,,Structure,Tlatel,,,511904.0815,2143704.878,Texcoco III,TX,TX-III
399,399,Tl. 133,,Structure,Tlatel,,,521239.2235,2157034.494,Texcoco II,TX,TX-II
1301,1301,Tl. 133,,Structure,Tlatel,,,517395.4485,2165811.861,Texcoco I,TX,TX-I
1301,1301,Tl. 133,,Structure,Tlatel,,,517395.4485,2165811.861,Texcoco I,TX,TX-I
1838,1860,Tl. 133,A,Structure,Tlatel,,,511422.484,2137141.056,Ixtapalapa,IX,IX
281,281,Tl. 134,,Structure,Tlatel,,,511711.662,2143487.143,Texcoco III,TX,TX-III
395,395,Tl. 134,,Structure,Tlatel,,,521764.143,2157184.324,Texcoco II,TX,TX-II
1300,1300,Tl. 134,,Structure,Tlatel,,,517360.896,2165856.729,Texcoco I,TX,TX-I
1300,1300,Tl. 134,,Structure,Tlatel,,,517360.896,2165856.729,Texcoco I,TX,TX-I
